wikidata_q,name,born,kind,is_group,schools,school_count,wikipedia_editions,label_has_hangul
Q112022840,최전설,1993-04-17,music,no,,0,1,yes
Q112022848,빅윌,1990-08-14,music,no,,0,1,yes
Q112022859,디핵,1994-10-19,music,no,,0,1,yes
Q112022870,야누,1994-01-07,music,no,,0,1,yes
Q112022872,모재,1992-08-07,music,no,,0,1,yes
Q112022902,해디,1994-02-14,music,no,Dongduk Women's University,1,1,yes
Q112023005,이향유,1990-01-26,music,no,,0,1,yes
Q112023056,서예선,1994-11-30,acting,no,,0,1,yes
Q112023122,웬,1992-07-23,music,no,,0,1,yes
Q112023138,이형근,1993-04-10,music,no,,0,1,yes
Q112023219,영잔디스,1994-11-30,music,no,,0,1,yes
Q112023246,포이,1992-12-15,music,no,,0,1,yes
Q112023252,리비도,1992-06-21,music,no,,0,1,yes
Q112023264,Young J,1993-12-28,music,no,Sungkonghoe University | Geumchon High School | Gumrung Middle School | Kumchon Elementary School,4,1,no
Q112023268,얼돼,1991-01-29,music,no,,0,1,yes
Q112023319,이상연,1990-02-12,acting,no,,0,1,yes
Q112023361,홍정오,1992-02-29,music,no,,0,1,yes
Q112023393,릴호동,1994-08-08,music,no,,0,1,yes
Q112023419,수안,1994-05-06,music,no,,0,1,yes
Q112023479,Shin Ye-chan,1992-06-13,music,yes,,0,2,no
Q112023540,나하나,1992-06-30,acting,no,,0,1,yes
Q112023746,Ko Jae-hyun,1994-11-22,acting,no,,0,1,no
Q112023771,유령,1994-06-16,music,no,,0,1,yes
Q112027745,Yohan,1992-04-04,music,yes,,0,2,no
Q112230446,Mia,1994-04-29,music,no,Berklee College of Music,1,1,no
Q112966240,KB,1992-04-23,music,yes,,0,2,no
Q113389136,Jung Yoo-min,1991-07-10,acting,no,Seoul Institute of the Arts,1,10,no
Q55733778,Jang Da-yoon,1991-01-22,acting,no,,0,1,no
Q55733825,장우혁 (배우),1993-06-12,acting,no,,0,1,yes
Q55733836,Jang Eui-soo,1990-01-22,acting,no,,0,10,no
Q55733842,장정연 (배우),1990-03-17,acting,no,Sejong University,1,1,yes
Q55734059,Jung Da-won,1992-08-11,acting,no,,0,1,no
Q55734060,Jung Da-eun,1994-06-03,both,yes,School of Performing Arts Seoul,1,7,no
Q55734136,Jeong Ye-jin,1994-11-02,acting,no,,0,1,no
Q55734183,Jung Tae-ri,1994-04-18,acting,no,Kyonggi University,1,1,no
Q55734712,차세영,1991-12-12,acting,no,,0,1,yes
Q55734717,Cha In-ha,1992-07-15,both,yes,,0,17,no
Q65052566,BC,1994-07-18,music,yes,,0,2,no
Q65054124,Jang Dong-joo,1994-10-25,acting,no,Sejong University,1,8,no
Q65180842,Sohlhee,1994-11-11,music,no,,0,0,no
Q65247171,DooRi,1993-07-08,music,no,,0,1,no
Q65247397,레터 플로우,1990-03-26,music,no,,0,1,yes
Q65277488,Yoyomi,1994-10-08,music,no,Cheongju Girls' High School,1,9,no
Q65282347,이영호,1991-09-06,music,no,,0,1,yes
Q65296958,최지안,1994-01-11,acting,no,,0,1,yes
Q65762547,Park Sung-jin,1993-01-16,music,yes,Kyungnam High School,1,9,no
Q66362758,I'll,1994-11-13,music,yes,Berklee College of Music,1,4,no
Q66441477,Doi,1994-04-12,music,yes,,0,0,no
Q56691163,Han Seung-woo,1994-12-24,music,yes,,0,14,no
Q56691908,Cha Bo-sung,1990-07-04,acting,no,,0,2,no
Q56692015,Kang Hoon,1991-05-23,acting,no,University of Suwon,1,13,no
Q56692017,Seo Byeok-jun,1994-01-14,acting,no,,0,1,no
Q56825120,Jin So-yeon,1991-06-02,acting,no,Chung-Ang University,1,4,no
Q56825128,Chae Ji-an,1991-11-02,acting,no,,0,2,no
Q57599411,Ray,1994-04-19,music,yes,Pohang Jecheol Middle School,1,1,no
Q57600321,Siwoo,1993-05-05,music,yes,,0,1,no
Q55728091,"Kim Min-seok (singer, born 1991)",1991-08-26,music,yes,,0,7,no
Q55728173,김세온,1990-05-01,acting,no,,0,1,yes
Q55728261,김우혁,1991-02-07,acting,no,,0,1,yes
Q55728364,김준수 (국악인),1991-09-27,music,yes,,0,1,yes
Q55728417,Kim Cheol-yun,1990-07-23,acting,no,Chung-Ang University,1,1,no
Q55728518,Kim Hwan Young,1993-02-28,acting,no,,0,1,no
Q55728702,Nam Tae-boo,1993-07-16,acting,no,,0,1,no
Q55728790,Noh Jong-hyun,1993-01-16,acting,no,Dongguk University,1,7,no
Q55728853,Nilo,1990-04-18,music,no,,0,1,no
Q55728902,달다,1991-11-16,music,no,Ajou University,1,1,yes
Q55729432,Kim Rock-hyun,1991-02-10,music,yes,,0,2,no
Q55729807,Moon Soo-bin,1992-10-13,acting,no,Hanyang University,1,2,no
Q55729824,Moon Ji-hong,1990-11-13,acting,no,,0,1,no
Q55729951,Park Kang-hyun,1990-02-27,acting,no,Sungkyunkwan University,1,4,no
Q57911410,DPR Ian,1990-09-06,music,yes,University of Sydney,1,13,no
Q110115741,A-Chess,1994-05-17,music,no,,0,1,no
Q110115826,Oh Ki-Chan,1991-03-15,acting,no,,0,1,no
Q110115824,옐라디,1990-07-06,music,no,,0,1,yes
Q110115969,윤두관,1992-04-29,acting,no,,0,1,yes
Q110116143,임도환,1994-07-07,music,no,,0,1,yes
Q110116147,임별,1990-04-07,acting,no,,0,1,yes
Q110116203,장정한,1993-11-08,music,no,,0,1,yes
Q110116233,전우송,1991-08-22,music,no,,0,1,yes
Q110117257,ROO,1994-01-02,music,no,,0,1,no
Q110117684,Ju Ye-eun,1990-06-16,acting,no,,0,1,no
Q110117751,진준왕,1991-07-01,music,no,,0,1,yes
Q110117769,차지혜,1991-08-13,music,no,,0,1,yes
Q110117805,ChungSeul,1994-02-21,music,no,,0,1,no
Q110117831,최우진,1991-12-26,music,no,,0,1,yes
Q110117872,Khakii,1994-11-25,music,no,,0,1,no
Q110117918,Kitsyojii,1990-05-25,music,no,,0,1,no
Q110117935,Tabber,1994-12-10,music,no,,0,2,no
Q110117933,Tophyun,1993-09-22,music,no,,0,1,no
Q110117953,TOIL,1994-12-04,other,no,,0,1,no
Q110118263,홍정헌,1993-07-02,acting,no,,0,1,yes
Q110405032,Yang Da-som,1990-05-15,music,yes,,0,1,no
Q110599379,Lee Sang-jin,1992-01-13,acting,no,,0,1,no
Q110618364,Lim Jae-hyeok,1994-05-06,acting,no,,0,9,no
Q111089006,Kim Min-ji,1993-07-13,music,no,,0,1,no
Q111089245,Kim Min-ji,1991-10-18,music,no,,0,1,no
Q111110290,Jin Dogg,1990-09-10,acting,no,,0,3,no
Q59381487,Yoon Ji-on,1990-05-19,acting,no,Kyonggi University,1,8,no
Q59382114,Ji Ye-eun,1994-07-26,acting,no,,0,5,no
Q59594715,Jung Whee,1991-05-27,acting,no,,0,2,no
Q59594726,지유 (가수),1991-12-03,music,yes,Ewha Womans University,1,1,yes
Q60233363,Cheska,1992-03-11,music,yes,Hoover High School,1,1,no
Q60418356,Shaun,1990-01-12,music,yes,Howon University,1,4,no
Q60567217,Jeong In-seong,1994-07-01,music,yes,,0,2,no
Q60668820,Woo Ami,1994-06-05,music,yes,,0,0,no
Q60668841,Bang Hyun-ah,1991-02-27,music,yes,,0,0,no
Q79404567,Cho Mi-nyeo,1991-10-07,acting,no,,0,1,no
Q79404572,양지원,1994-03-27,music,no,,0,1,yes
Q79404602,Yeorin,1994-06-15,music,yes,Hanlim Multi Art School,1,2,no
Q79404603,Yoo Ji-seo,1994-11-26,music,yes,Sungshin Women's University,1,1,no
Q79404613,Do Eun-bi,1993-09-28,acting,no,Dongduk Women's University,1,1,no
Q79904172,A.Y,1990-03-08,music,no,Dongduk Women's University,1,1,no
Q79904733,Jeong Joon-hwan,1990-07-07,acting,no,,0,1,no
Q79904751,한헤라,1990-03-21,acting,no,Dongduk Women's University,1,1,yes
Q80563990,Ahn Eun-jin,1991-05-06,acting,no,Korea National University of Arts,1,17,no
Q120230477,Kim Yoo-hwan,1991-07-29,both,yes,,0,2,no
Q120792829,Hyojin,1994-04-22,music,yes,,0,3,no
Q121734812,Lee Hyo-na,1994-01-15,acting,no,,0,3,no
Q122700678,Yoo Young-Bin,1990-09-08,acting,no,,0,0,no
Q122841263,Zior Park,1994-10-11,music,no,Sunrin Internet High School | Daerim Middle School,2,0,no
Q122938085,Kim Shin-bi,1993-02-11,acting,no,,0,3,no
Q123156634,Yongki,1990-02-21,music,yes,,0,1,no
Q123156636,김도하,1993-09-12,acting,no,,0,1,yes
Q123156649,Kim Chae-yoon,1992-02-26,acting,no,,0,1,no
Q123156974,황영웅,1994-10-28,music,no,,0,1,yes
Q123157057,서종원,1994-07-11,acting,no,,0,1,yes
Q123157062,이성빈,1994-06-09,acting,no,,0,1,yes
Q123157060,최원종,1991-08-22,acting,no,,0,1,yes
Q123157066,정종락,1991-01-31,acting,no,,0,1,yes
Q123157069,이주천,1992-04-17,music,no,,0,1,yes
Q123157113,정혜원,1991-12-01,acting,no,,0,1,yes
Q123157147,Ahn Dong Yeob,1991-05-17,acting,no,,0,1,no
Q123157265,Kim Seung-hwa,1993-07-14,acting,no,,0,2,no
Q123157291,Kim Beom-soo,1990-06-19,acting,no,,0,1,no
Q123157316,Han Da-Hee,1993-03-23,acting,no,,0,1,no
Q123157351,Park Do-ha,1992-03-27,music,yes,,0,1,no
Q123157358,Roni,1994-07-31,music,yes,,0,1,no
Q123157379,Kim Sang-heun,1994-07-04,acting,no,,0,2,no
Q115528147,Jeong Dong-hwan,1992-01-11,music,yes,,0,3,no
Q115528222,Choi Yun-la,1992-06-26,acting,no,,0,1,no
Q115528278,Park Bo-eun,1993-02-20,acting,no,,0,1,no
Q115528301,Kim Tae-young,1992-11-14,acting,no,,0,2,no
Q115528316,마리,1993-10-16,music,no,,0,1,yes
Q115528320,탱,1991-10-20,music,no,,0,1,yes
Q115528332,이다능,1993-10-31,music,no,,0,1,yes
Q115528388,Kwon Se Eun,1993-01-11,acting,no,,0,1,no
Q115610431,Kwon Doo-woon,1990-03-19,music,no,Sogang University | Jeomchon High School | Yecheon Dongbu Elementary School | Mungyeong Middle School | Hoseonam Elementary School,5,0,no
Q115676762,Park Ki-hoon,1990-02-15,acting,no,,0,0,no
Q115785099,Eom Se-ung,1994-09-28,both,yes,,0,1,no
Q115793017,Choo Seok-young,1991-09-03,both,no,,0,1,no
Q116006915,Lee Soi,1993-11-25,acting,no,,0,0,no
Q116213434,강동우,1992-01-07,acting,no,,0,1,yes
Q116226649,Joo Eo-jin,1994-02-25,acting,no,,0,1,no
Q116351837,Jun Jae Young,1993-02-02,acting,no,,0,0,no
Q116618969,Kim Woo-kyum,1993-07-21,acting,no,,0,1,no
Q116663360,Park Min Seon,1993-07-14,acting,no,,0,0,no
Q116769331,Jo I-taek,1993-10-24,acting,no,,0,1,no
Q105706594,주형,1991-01-12,music,no,,0,1,yes
Q105706592,Joo Jong-hyuk,1991-07-27,acting,no,,0,11,no
Q105706658,최성환,1994-06-30,music,yes,,0,1,yes
Q105706673,Choi Yeon-cheong,1993-08-14,acting,no,Dankook University | Gugak National High School,2,1,no
Q105706698,Choi Ji-hui,1991-02-05,acting,no,,0,1,no
Q105706775,Hae Soo,1993-12-03,music,no,Korea National University of Arts,1,3,no
Q107109127,Noh Sung-eun,1991-10-21,acting,no,,0,1,no
Q107109154,Shin Ji-woo,1993-11-02,acting,no,,0,1,no
Q107109221,Park Shin-ah,1992-06-14,acting,no,,0,1,no
Q107109294,Kim Sang-min,1992-07-07,music,yes,,0,1,no
Q107109307,Seo Han-gyeol,1991-03-30,acting,no,,0,1,no
Q107109304,Seo Ji-Won,1993-05-05,acting,no,,0,2,no
Q107109318,소각소각,1993-02-20,music,no,,0,1,yes
Q107109316,Lee Se-young,1990-02-08,music,yes,,0,1,no
Q107109398,안희성,1991-06-20,acting,no,,0,1,yes
Q107109409,Yang Ji-eun,1990-01-09,music,no,,0,1,no
Q107109419,엡실론,1991-08-06,music,yes,,0,1,yes
Q107109436,Oh Se-hyeon,1994-03-08,music,yes,,0,1,no
Q107109452,Kim Yong-seok,1993-01-08,music,yes,,0,1,no
Q107109467,Won Hyung-hoon,1993-09-16,acting,no,,0,3,no
Q113486863,Lee Bom,1990-07-24,acting,no,Cheongju University | Junghwa Girls' High School,2,5,no
Q113489853,연석,1992-09-15,acting,no,,0,1,yes
Q113489856,Lee Yoon-ah,1990-07-16,music,no,Daejeon Yeonjeong Korean Music Center,1,1,no
Q113489857,임규형,1993-01-11,acting,no,,0,1,yes
Q113489874,Choi Eun-bi,1994-10-11,acting,no,,0,1,no
Q113489894,빛날사내,1993-11-17,music,no,,0,1,yes
Q113489913,서진수,1990-02-05,music,no,,0,1,yes
Q113489917,트릴라 갱,1993-03-14,music,no,,0,1,yes
Q113489920,Terry,1994-08-06,music,no,,0,1,no
Q113489930,보이원더,1991-08-01,music,no,,0,1,yes
Q113489931,프리든,1992-06-02,music,no,,0,1,yes
Q113489928,제스티,1992-09-26,music,no,,0,1,yes
Q113489934,리다시티,1994-11-28,music,no,Sungshin Women's University,1,1,yes
Q113489933,타미 양,1993-03-02,music,no,,0,1,yes
Q113489940,키미,1993-04-21,music,no,,0,1,yes
Q113489956,다이노티,1992-04-07,music,no,,0,1,yes
Q113490006,이성은,1994-09-04,acting,no,Hanyang Women's University,1,1,yes
Q113490015,Jun Bum-sun,1991-07-24,music,no,,0,1,no
Q113490023,Lee Handeul,1994-06-14,music,no,,0,1,no
Q113490034,Jung Eun Hye,1990-11-18,acting,no,Hosanna College,1,1,no
Q113490043,한올,1990-12-14,music,no,,0,1,yes
Q113490065,노디시카,1992-07-26,music,no,,0,1,yes
Q113490068,최나리,1994-11-16,music,no,,0,1,yes
Q113490103,케이플라워,1990-06-20,music,no,Dongduk Women's University,1,1,yes
Q113490135,김복유,1990-03-27,music,no,,0,1,yes
Q113490141,초이,1993-05-21,music,yes,,0,1,yes
Q113490302,Kim Tae-hoon,1992-01-28,acting,no,,0,1,no
Q113490308,문수진,1994-07-04,music,no,,0,1,yes
Q113490316,Lee Jung-hyun,1990-10-26,acting,no,,0,2,no
Q113490374,정아로,1992-08-11,music,no,,0,1,yes
Q113490376,원주,1990-12-21,music,no,Dongduk Women's University,1,1,yes
Q113543625,고승형,1991-12-02,music,no,,0,1,yes
Q113609409,방세옥 (뮤지컬 배우),1992-08-19,acting,no,,0,1,yes
Q113940749,가야송,1990-11-13,music,no,,0,1,yes
Q114039562,Kang Seol-min,1991-07-19,music,no,,0,1,no
Q114457838,신현희,1993-01-07,music,no,,0,1,yes
Q114457930,송단비,1993-12-15,music,no,,0,1,yes
Q114712378,강훈,1992-12-11,music,no,,0,1,yes
Q104534228,Youra,1993-02-17,music,no,,0,3,no
Q104664697,Ahn Dong-goo,1993-11-02,acting,no,,0,8,no
Q104835374,Lee Joon-woo,1992-06-23,acting,no,,0,3,no
Q105287993,Chae Jong-hyeop,1993-05-19,acting,no,Seoul Arts College,1,11,no
Q105396573,Gu Ja-geon,1994-02-01,acting,no,,0,1,no
Q105396596,Jo Ki-sung,1991-05-31,acting,no,,0,1,no
Q105704738,DEMIAN,1994-03-12,both,no,Korea University | Banpo High School,2,3,no
Q105704742,Shaky Young,1991-01-06,music,no,,0,1,no
Q105704807,Kang Jun,1994-04-21,music,yes,,0,1,no
Q105704831,Kang Hyung-suk,1992-01-01,acting,no,,0,8,no
Q105704914,그리즐리,1992-03-28,music,no,,0,1,yes
Q105704948,Kim Dae-geun,1990-10-18,acting,no,,0,1,no
Q81226957,Park Ju-hyun,1994-10-05,acting,no,Korea National University of Arts | Geummyeong Girls' High School,2,17,no
Q81226990,Jo Mingyu,1990-11-19,music,yes,Seoul National University | Seoul Arts High School,2,5,no
Q81227149,최현우,1992-11-23,acting,no,,0,1,yes
Q83680810,Yuni Hong,1993-09-29,acting,no,,0,2,no
Q83688070,Colde,1994-05-10,music,yes,,0,7,no
Q85011709,이유진,1994-12-06,acting,no,,0,1,yes
Q85870855,Kim Hee-cheon,1994-09-02,music,yes,,0,2,no
Q85880332,Moon Su-in,1992-04-01,acting,no,,0,2,no
Q85977615,Dino,1990-12-25,music,yes,,0,1,no
Q85980952,Sogumm,1994-03-08,music,no,,0,5,no
Q85981117,송희라,1990-11-23,music,no,,0,1,yes
Q85982974,Ooon,1993-01-15,both,yes,,0,4,no
Q85983013,Oh Chae-yi,1994-06-18,music,no,,0,1,no
Q85985808,Chae Bohun,1992-08-23,music,yes,,0,3,no
Q90872620,Lim Young-woong,1991-06-16,music,no,,0,11,no
Q75103455,Jun.Q,1993-08-09,both,yes,School of Performing Arts Seoul,1,7,no
Q76823543,Hwang In-yeop,1991-01-19,acting,no,,0,22,no
Q76823722,Kim Jae-yong,1994-02-13,both,yes,,0,7,no
Q78116387,Zairo,1992-01-04,music,no,,0,2,no
Q78681626,Cafrii,1994-08-31,music,no,,0,1,no
Q79404332,Yoon Hye-ree,1991-12-11,acting,no,Sungshin Women's University,1,2,no
Q79404406,Jeong Jaekwang,1990-11-29,acting,no,,0,8,no
Q79404428,Ham Yon-ji,1992-05-08,acting,no,Daewon Foreign Language High School,1,2,no
Q79404517,Go Da Yun,1991-05-20,acting,no,,0,1,no
Q69696977,xooos,1994-05-07,both,no,,0,2,no
Q69697232,Song Duk-ho,1993-05-01,acting,no,Dongguk University,1,6,no
Q69916579,Lee Jae-yoon,1994-08-09,both,yes,,0,9,no
Q70884996,Kang Yul,1993-07-09,acting,no,,0,2,no
Q71442517,Leeseul,1990-06-14,music,yes,Miryang Girls' High School,1,0,no
Q71443436,JoA,1991-08-15,music,yes,Baekseok Arts University,1,0,no
Q137878669,Lee Myeong-ro,1994-05-10,acting,no,Boin High School,1,2,no
Q138117792,Lee Han-bit,1993-11-03,music,no,,0,0,no
Q138128564,Son Ga-ram,1992-09-25,acting,no,,0,0,no
Q138303314,Baek Ki-bum,1991-05-26,acting,no,Seoul Institute of the Arts,1,0,no
Q138472794,박소정,1994-11-19,acting,no,,0,1,yes
Q140142406,Jang Yo-Hoon,1993-02-01,acting,no,Sungkyunkwan University | Korea National University of Arts | Hyundai Chungun High School,3,0,no
Q140142476,Kim Kyun-ha,1993-05-09,acting,no,National High School of Traditional Korean Arts,1,0,no
Q140185451,Kang Ji Wook,1990-01-20,music,yes,Baekseok Arts University,1,0,no
Q140290428,Casepeat,1992-05-20,music,no,,0,1,no
Q140300990,Kwon Ki-ha,1991-01-25,acting,no,,0,0,no
Q140626537,Jang Yong-won,1993-09-02,acting,no,,0,0,no
Q111396396,Lee Seung-woo,1994-09-15,acting,no,,0,4,no
Q111409928,Park Yu-rim,1993-02-06,acting,no,,0,7,no
Q111904432,Na Yoon-su,1992-11-25,music,yes,,0,1,no
Q112020744,연태,1992-07-06,music,yes,,0,1,yes
Q112020750,김은비,1993-02-04,music,no,,0,1,yes
Q112020902,용주,1994-05-22,music,no,,0,1,yes
Q112020901,태라,1992-03-26,music,no,,0,1,yes
Q112020908,김효진,1994-02-03,music,no,,0,1,yes
Q112020932,Lee Seo-young,1994-06-27,music,yes,,0,2,no
Q112020994,Yim Sa-rang,1992-04-20,acting,no,,0,1,no
Q112021069,Hong Jun-ki,1992-08-16,acting,no,,0,1,no
Q112021092,Han Sang-Jo,1993-09-22,acting,no,Seoil University | Sungsu Technical High School,2,1,no
Q112021164,김대현,1991-04-17,acting,no,,0,1,yes
Q112021237,Kim Dong-kyu,1994-08-21,acting,no,,0,1,no
Q112021269,휴이,1994-04-04,music,no,,0,1,yes
Q112021286,전소현,1994-05-04,music,no,,0,1,yes
Q112021287,김아현,1992-12-30,music,no,,0,1,yes
Q112021289,제이엘,1991-10-08,music,no,,0,1,yes
Q112021296,박다영,1993-07-17,music,no,,0,1,yes
Q112021425,이은아,1990-08-25,music,no,,0,1,yes
Q112021437,김태욱,1993-12-22,music,no,,0,1,yes
Q112021510,Park Da Eun,1990-11-05,music,no,,0,1,no
Q112021519,권민제,1990-11-19,music,no,,0,1,yes
Q112021524,박우정,1994-01-12,music,no,,0,1,yes
Q112021538,송승민,1994-04-19,music,no,,0,1,yes
Q112021548,만수,1992-11-18,music,no,,0,1,yes
Q112021561,사이코,1994-01-19,music,no,,0,1,yes
Q112021566,케이제이,1991-12-14,music,no,,0,1,yes
Q112021612,김하은,1994-10-30,music,no,Sookmyung Women's University,1,1,yes
Q112021624,반석,1991-01-12,music,no,,0,1,yes
Q112021697,김남훈,1994-01-26,music,no,,0,1,yes
Q114877275,Hojo Shin,1993-09-24,acting,no,,0,1,no
Q115201018,Kang Sang-Jun,1991-02-28,acting,no,Chung-Ang University | Anyang Arts High School,2,6,no
Q115492417,Park Bo-yeon,1994-04-15,acting,no,,0,4,no
Q115509432,Kim Woo-seok,1994-03-03,acting,no,Seoul Institute of the Arts,1,8,no
Q115521034,Moon Ji Yong,1993-06-04,acting,no,,0,0,no
Q115521945,Lee Ki-taek,1994-10-26,acting,no,,0,6,no
Q115528036,최진호,1993-11-10,music,no,,0,1,yes
Q115528054,박필규,1990-03-28,music,no,,0,1,yes
Q115528053,사뮈,1993-04-24,music,no,,0,1,yes
Q115528056,손범준,1993-08-05,acting,no,,0,1,yes
Q115528071,임현서,1991-04-27,music,no,,0,1,yes
Q115528068,인유,1994-09-23,music,no,,0,1,yes
Q115528081,김동하,1990-06-13,music,no,,0,1,yes
Q115528102,안훈,1991-03-12,music,no,,0,1,yes
Q115528111,전솔미,1994-03-07,music,no,,0,1,yes
Q115528112,정하음,1994-02-23,music,no,,0,1,yes
Q115528126,서예림,1990-12-30,acting,no,,0,1,yes
Q115528133,임다애,1992-05-05,music,no,,0,1,yes
Q115528142,이서현,1990-05-12,music,no,,0,1,yes
Q115528146,Cha Woo-jin,1990-04-17,acting,no,,0,2,no
Q116862961,Choi Gwang-rok,1991-07-01,acting,no,,0,0,no
Q117133484,반니,1990-05-28,music,no,,0,1,yes
Q117133501,김지한,1990-04-17,music,no,,0,1,yes
Q117133552,Lee Gyu-woon,1991-11-19,acting,no,,0,1,no
Q117133558,정무룡,1991-10-10,music,no,,0,1,yes
Q117133566,호별,1993-08-18,music,no,,0,1,yes
Q117133575,최경록,1991-06-01,acting,no,,0,1,yes
Q117133573,기세중,1990-10-17,acting,no,,0,1,yes
Q117133583,임정모,1992-11-21,acting,no,,0,1,yes
Q117133586,손정수,1994-05-18,music,no,,0,1,yes
Q117133591,장의현,1994-02-10,music,no,,0,1,yes
Q117133588,최민우,1992-05-01,acting,no,,0,1,yes
Q117133598,도정연,1994-11-11,acting,no,,0,1,yes
Q117133596,영오,1991-01-26,acting,no,,0,1,yes
Q117133651,허혜진,1993-03-31,music,no,,0,1,yes
Q117133655,시도,1994-07-29,music,no,,0,1,yes
Q117133653,에이미리,1994-10-28,music,no,,0,1,yes
Q117133656,이바다,1992-10-29,music,no,,0,1,yes
Q117133695,김미미,1993-04-30,acting,no,,0,1,yes
Q117133699,정순원,1992-03-25,acting,no,,0,1,yes
Q117133697,Lee Arumsoul,1991-08-18,both,no,,0,1,no
Q117133751,Kong Seong-ha,1992-04-16,acting,no,,0,2,no
Q117133748,이세찬,1993-06-24,music,no,,0,1,yes
Q117133758,Jung Soo-han,1993-06-30,acting,no,,0,1,no
Q117133756,이지수,1993-11-25,acting,no,Sungshin Women's University,1,1,yes
Q117133772,정주원,1991-11-16,acting,no,,0,1,yes
Q117133787,Ryu Hae Jun,1991-08-22,acting,no,,0,2,no
Q117133792,Park Yeon-woo,1990-04-12,acting,no,,0,2,no
Q117133806,Shin Myung-sung,1994-07-26,acting,no,,0,1,no
Q117133822,김선준,1990-06-20,music,no,,0,1,yes
Q117133821,Shin Yoon-jung,1990-01-05,acting,no,,0,1,no
Q117133826,박도해,1992-04-23,music,no,,0,1,yes
Q117133836,용호,1992-02-19,music,no,,0,1,yes
Q117133865,김재선,1990-11-26,music,no,,0,1,yes
Q117133929,강재수,1993-08-28,music,no,,0,1,yes
Q60668946,Lee Eun-ju,1994-09-23,music,yes,,0,0,no
Q60669024,Hwang Se-jin,1990-06-20,music,yes,,0,0,no
Q60669036,Lee Min-ji,1991-01-21,music,yes,,0,0,no
Q60693885,Ahn Sojin,1992-05-25,music,no,,0,1,no
Q60703937,Suyeon,1993-08-07,both,yes,Lila Art High School,1,3,no
Q60989931,Baek Soo-min,1993-10-15,acting,no,,0,3,no
Q96624644,Lee Hong-nae,1990-01-28,acting,no,,0,8,no
Q96625362,Shin Jae-hwi,1994-02-17,acting,no,,0,8,no
Q96625380,Kim Yong-ji,1991-04-14,acting,no,,0,11,no
Q96625398,Lee Jong-won,1994-12-31,acting,no,,0,11,no
Q96657898,R.Tee,1990-02-10,other,no,Chung-Ang University | Gyeonggi Arts High School,2,6,no
Q96759858,LilyPichu,1991-11-20,both,no,,0,9,no
Q97015608,Habin,1994-02-20,music,yes,Kongju National University,1,1,no
Q105704954,Kim Do-kyung,1994-11-07,acting,no,,0,1,no
Q105704952,Kim Do-geon,1993-09-26,acting,no,,0,2,no
Q105705008,김미은,1992-04-15,acting,no,,0,1,yes
Q105705049,Kim Beom-soo,1990-06-19,acting,no,,0,1,no
Q105705064,Kim Bo-min,1990-01-31,acting,no,,0,1,no
Q105705142,Kim Yong-bin,1992-09-18,music,no,,0,1,no
Q105705164,Kim Eui-young,1993-05-16,music,no,,0,1,no
Q105705197,Kim Joon-kyung,1990-06-27,acting,no,,0,1,no
Q105705343,Steve Sanghyun Noh,1990-07-19,acting,no,Babson College,1,10,no
Q105705462,Min-su,1993-04-15,music,yes,,0,1,no
Q105705465,민수현,1994-04-23,music,no,,0,1,yes
Q105705473,Park Kang-sub,1991-10-21,acting,no,,0,1,no
Q105705481,Park Gyu-jung,1994-12-12,music,yes,,0,1,no
Q105705513,Park Seo-yeon,1992-09-26,acting,no,,0,1,no
Q105705526,Park Seun-yeon,1993-06-26,music,yes,,0,2,no
Q105705594,Park Ji-hoon,1994-10-09,acting,no,,0,1,no
Q105705615,Park Tae-san,1992-07-24,acting,no,,0,1,no
Q105705631,박현호,1992-05-01,music,no,,0,1,yes
Q105705635,박형석,1994-08-18,music,yes,,0,1,yes
Q105705742,Seoktory,1990-10-23,music,no,,0,1,no
Q105705746,설이랑,1994-01-05,music,no,,0,1,yes
Q105705885,안나,1993-07-26,music,no,,0,1,yes
Q105705894,An Si-eun,1993-11-25,acting,no,,0,1,no
Q107109519,Lee Kyu-sung,1992-02-16,acting,no,,0,4,no
Q107109611,Injun,1992-03-09,music,yes,,0,1,no
Q107109644,장유빈,1991-12-26,acting,no,,0,1,yes
Q107109741,George,1993-11-29,music,no,,0,2,no
Q107109784,Choi Si-hun,1992-10-27,acting,no,,0,1,no
Q107109810,Seo Yuan,1991-05-06,music,yes,,0,2,no
Q107109844,Han Chae-kyung,1994-02-19,acting,no,Dongduk Women's University,1,1,no
Q107109848,Heo Nam-jun,1993-06-09,acting,no,,0,11,no
Q107406361,Kim Min-gwi,1994-09-30,acting,no,,0,4,no
Q107523172,SeeA,1993-08-21,music,yes,,0,1,no
Q107743748,Seo Hye-won,1993-11-04,acting,no,Yong In University,1,9,no
Q117133985,Zo Zee-an,1993-10-25,acting,no,,0,1,no
Q117133999,Kim Ah-young,1994-10-31,acting,no,Yong In University | Sangmyung University | Maetan High School,3,9,no
Q117134010,이동수,1993-02-19,acting,no,,0,1,yes
Q117134011,김도현,1990-12-26,acting,no,,0,1,yes
Q117324929,Jung Eui-jae,1990-09-05,music,no,,0,5,no
Q117355956,Park Yong-je,1993-11-17,acting,no,,0,0,no
Q117433170,유경환,1994-11-02,acting,no,,0,1,yes
Q117433177,장동열,1994-10-22,acting,no,,0,1,yes
Q117434638,우효원,1994-05-04,acting,no,,0,1,yes
Q117434851,Kim Seong-gyeol,1991-01-27,acting,no,Paekche Institute of the Arts,1,1,no
