wikidata_q,name,born,kind,is_group,schools,school_count,wikipedia_editions,label_has_hangul
Q12588828,Kim Ji-hye,1979-05-25,acting,no,Inha University,1,1,no
Q12588833,Kim Ji-hun,1973-03-21,both,yes,Myongji College,1,2,no
Q12587800,김세영 (가수),1972-12-21,music,no,,0,1,yes
Q12587811,Kim Se-heon,1971-06-02,music,yes,Korea University High School,1,2,no
Q12587833,김수근 (1979년),1979-06-19,both,no,Dongguk University,1,1,yes
Q12588012,Kim Yeong-min,1971-11-05,acting,no,Seoul Institute of the Arts,1,11,no
Q12588069,Kim Yeong-jae,1975-10-05,acting,no,Chung-Ang University,1,7,no
Q12588093,Kim Young-chul,1974-06-23,music,no,Dongguk University,1,7,no
Q6776454,Im Ji-eun,1973-02-27,acting,no,Seoul Institute of the Arts,1,10,no
Q6780487,I To-un,1979-05-04,acting,no,Dongguk University,1,4,no
Q6781730,Lee Min-young,1976-02-06,acting,no,Dankook University,1,8,no
Q6781871,Lee Hae-eun,1973-05-23,acting,no,Chung-Ang University,1,2,no
Q4841203,Bae Jeong-min,1974-03-31,acting,no,,0,2,no
Q4848974,Bak Sin Hee,1976-04-26,acting,no,,0,3,no
Q4854972,Bang Seong Joon,1973-01-21,acting,no,,0,2,no
Q4935248,Bobby Kim,1973-01-12,music,yes,,0,6,no
Q3703270,Bae Min Hee,1979-05-09,acting,no,Chung-Ang University,1,2,no
Q3812752,Kang Doo,1979-02-27,both,yes,Seokyeong University,1,6,no
Q6747264,Baek Do-bin,1978-03-21,acting,no,Dankook University,1,3,no
Q6753575,Hyun Woo-sung,1979-03-16,acting,no,Seoul National University of Science and Technology,1,8,no
Q6757395,Marcos Benjamin Lee,1977-07-12,acting,no,,0,5,no
Q6762522,Hong Ji-min,1973-06-28,acting,no,Seoul Institute of the Arts | Dankook University,2,4,no
Q6765340,심태윤,1976-02-23,music,no,Seoul Institute of the Arts,1,3,yes
Q4342299,Pak He Suk,1974-03-28,acting,no,Russian Institute of Theatre Arts,1,1,no
Q4390230,Jeong Yeong-wung,1979-06-19,acting,no,,0,5,no
Q4403408,Yoon Je-moon,1970-03-09,acting,no,Seoul Institute of the Arts,1,11,no
Q12587176,Kim Do-yeon,1978-06-04,acting,no,,0,5,no
Q12587264,Kim Dong-hyun,1977-03-16,music,no,,0,1,no
Q12587402,김민성 (1977년),1978-08-10,acting,no,Dankook University,1,1,yes
Q12587428,Kim Min-hee,1972-08-28,both,no,Dongguk University,1,10,no
Q12587450,Kim Pub-lae,1970-07-24,acting,no,Kyung Hee University,1,4,no
Q12587641,김석민 (1971년),1971-07-25,music,no,,0,1,yes
Q12587737,김성욱 (가수),1974-05-09,both,no,Myongji University,1,1,yes
Q12587768,Kim Feel,1972-04-24,acting,no,Baekseok Arts University,1,1,no
Q357391,James Kyson,1975-12-13,acting,no,Boston University | Bronx High School of Science | Boston University College of Communication | New England Institute of Art,4,26,no
Q368852,Seo Taiji,1972-02-21,music,yes,Seoul Jaedong Elementary School,1,21,no
Q380121,Lee Byung-hun,1970-07-12,both,no,Joongdong High School | Yeongdong Middle School | Daewang Elementary School | Hanyang University ERICA Campus,4,43,no
Q450171,Tony An,1978-06-07,music,yes,Dongguk University | Cerritos High School | John F. Kennedy High School,3,10,no
Q456182,Moon So-ri,1974-07-02,acting,no,Sungkyunkwan University,1,20,no
Q625737,Kenzie,1976-02-03,other,no,Berklee College of Music,1,12,no
Q625846,Kim Yong Joon,1971-08-24,acting,no,,0,3,no
Q625863,Lee Tae-gon,1977-11-27,acting,no,Kyonggi University,1,11,no
Q625905,Park Sun-young,1976-08-21,acting,no,Seoul Institute of the Arts | Kyunggi Girls' High School | Guryong Middle School,3,13,no
Q12589220,김현성 (가수),1978-01-10,music,no,Inha University,1,1,yes
Q12589261,Kim Hyeong-beom,1975-01-02,acting,no,Cheongju University,1,2,no
Q12589282,Kim Hyung Joong,1973-04-22,music,yes,Seoul Institute of the Arts,1,1,no
Q12589299,Kim Hye-yeon,1971-03-28,music,no,Incheon City College,1,3,no
Q12589318,Kim Ho-jin,1970-05-05,acting,no,Chung-Ang University | Seoul Institute of the Arts | Sejong University | Seoul National University High School,4,8,no
Q12589780,Nam Gi Sang,1977-08-23,music,no,Kyungwon University,1,1,no
Q12589873,Nam Sang Ah,1973-01-16,music,no,,0,1,no
Q12590465,No Jin Won,1970-04-21,acting,no,Dongguk University,1,1,no
Q4120056,Ryu Seung-ryong,1970-11-29,acting,no,Seoul Institute of the Arts,1,17,no
Q4121112,Kim Gyu-ri,1979-06-27,acting,no,Chung-Ang University,1,10,no
Q4121203,Maya,1979-11-17,both,no,Seoul Institute of the Arts,1,11,no
Q1437092,Yoo Gun Hyung,1979-02-14,music,yes,Chungwoon University | Dong-Ah Institute of Media and Arts,2,5,no
Q1566245,Ha Young Lee,1975-06-01,music,no,,0,2,no
Q1652872,H-Eugene,1979-04-06,music,no,,0,3,no
Q12588102,Kim Young-pil,1973-09-03,acting,no,,0,1,no
Q12588123,Kim Ye-boon,1973-02-28,acting,no,Sookmyung Women's University,1,1,no
Q12588178,김용민 (배우),1977-09-22,acting,no,Kookmin University,1,1,yes
Q12588206,Kim Yong-il,1976-01-01,music,no,,0,1,no
Q12588324,김윤일,1977-11-10,music,no,Dankook University,1,1,yes
Q12588335,Kim Yun-tae,1972-09-12,acting,no,,0,1,no
Q12588474,Kim Jae-man,1973-04-05,acting,no,,0,1,no
Q12588491,김재욱,1979-08-17,music,no,Dongyang University,1,1,yes
Q12588489,Kim Jae-woo,1979-10-14,music,no,,0,2,no
Q12588553,Kim Jeong-min,1977-02-28,acting,no,Dankook University,1,1,no
Q12594374,Ri Min,1972-09-26,acting,no,,0,1,no
Q12594533,Maria,1978-09-08,music,no,Sookmyung Women's University,1,1,no
Q12594852,Malo,1971-10-25,music,no,Kyung Hee University,1,2,no
Q12595749,문수정,1971-05-31,music,no,Woosuk University,1,1,yes
Q12595817,Moon Chun-sik,1977-02-11,acting,no,Namseoul University,1,1,no
Q12596094,미스터 팡,1977-05-20,music,no,,0,1,yes
Q12596092,Mr.Tyfoon,1978-09-05,music,no,,0,1,no
Q12596549,Park Ki Young,1977-07-28,music,no,,0,3,no
Q12596724,Yun Sang-hun,1978-01-10,both,yes,University of New South Wales,1,1,no
Q12596739,Park Seon-zoo,1970-01-05,music,no,Seoul Institute of the Arts,1,1,no
Q12596751,Park Seong-min,1971-04-01,acting,no,,0,1,no
Q12596767,Park Seong-ho,1974-03-14,acting,no,Cheongju University,1,4,no
Q5066550,Chae Eui-jin,1974-12-28,acting,no,,0,2,no
Q5103964,Choi Soo-jin,1974-01-17,acting,no,,0,3,no
Q5251098,Defconn,1977-01-06,music,yes,Jeonju University,1,11,no
Q6803149,Jang Hyeon-seong,1970-07-17,acting,no,Seoul Institute of the Arts,1,11,no
Q6811678,Choi Ji-na,1975-05-17,acting,no,Hanyang Women's University,1,13,no
Q6811913,Choi Yoo-jung,1976-08-21,acting,no,,0,13,no
Q267037,Jeon Do-yeon,1973-02-11,acting,no,Korea University | Seoul Institute of the Arts,2,25,no
Q269742,Bae Doona,1979-10-11,acting,no,Hanyang University | Konkuk University,2,37,no
Q482745,Jang Hyuk,1976-12-20,acting,no,Seoul Institute of the Arts | Dankook University,2,22,no
Q482786,Harisu,1975-02-17,both,no,Naksaeng High School | Jangan University,2,25,no
Q482800,Jung Jae-young,1970-11-21,acting,no,Seoul Institute of the Arts,1,10,no
Q6782719,Lee Jae-hwang,1976-12-26,acting,no,Kyung Hee University,1,7,no
Q6783494,Park Hyung Joon,1970-08-31,both,no,Chung-Ang University,1,1,no
Q6783618,Park So-hyun,1971-02-11,acting,no,Sungkyunkwan University | Ewha Womans University,2,11,no
Q6783700,Park Jin-hee,1978-01-08,acting,no,Yonsei University | Dongduk Women's University | Seoul Visual Media High School | Seoul Yongsan Elementry School | Sangmyung Middle School,5,15,no
Q468490,Jang Dong-geon,1972-03-07,both,no,Korea National University of Arts,1,21,no
Q482734,Cho PD,1976-01-21,music,no,Berklee College of Music,1,6,no
Q625944,Im Chang-jung,1973-11-30,both,no,Chung-Ang University,1,11,no
Q626030,Kim Seo-yeong,1977-01-19,acting,no,,0,4,no
Q626097,Jo Hye-ryeon,1970-05-29,both,no,Hanyang University,1,8,no
Q490425,Kim Min-jun,1976-07-24,acting,no,Dong-A University,1,10,no
Q490429,Kim Hyun-Jung,1976-04-04,music,no,Seoul Bangi Elementary School,1,10,no
Q490635,Shin Ha-kyun,1974-05-30,acting,no,Seoul Institute of the Arts,1,20,no
Q12590479,노현희,1972-08-23,both,no,Hansung University,1,1,yes
Q12591894,대팔,1979-12-31,music,no,,0,1,yes
Q12592738,The One,1974-04-19,music,yes,,0,6,no
Q12592945,Do Gi-seok,1974-09-16,acting,no,,0,1,no
Q12593058,도원경,1971-02-06,music,no,Kaywon High School of Arts,1,1,yes
Q12593778,Digili,1978-12-07,music,yes,Seoul National University of Science and Technology,1,1,no
Q12593789,디알,1977-12-29,music,no,,0,1,yes
Q12593923,Ra Mi-ran,1975-03-06,acting,no,Seoul Institute of the Arts,1,18,no
Q12581255,JK Kim Dong-wook,1975-12-11,both,no,,0,5,no
Q12581291,K2,1971-07-31,music,no,Sungnam Middle School,1,1,no
Q12581530,MC Meta,1971-12-26,music,yes,,0,1,no
Q12581528,MC 한새,1976-11-25,music,no,Wonkwang University,1,1,yes
Q12581733,RNP,1977-06-07,music,no,,0,1,no
Q12581775,Choi Woo-jun,1977-01-05,music,no,,0,1,no
Q12581963,TULA,1972-08-07,music,no,,0,1,no
Q12582085,UMC/UW,1979-06-10,music,yes,Sungkyunkwan University,1,1,no
Q12582719,Kang Kyeong-heon,1975-03-14,acting,no,Dankook University,1,6,no
Q6822287,손지훈,1975-02-12,acting,no,Myongji University,1,2,yes
Q6824112,Kang Seong-min,1979-07-23,both,no,Seoul Institute of the Arts,1,2,no
Q6824150,Kang Sung-yeon,1976-07-21,both,no,Seoul Institute of the Arts | Hannam University,2,10,no
Q6843128,Oh Hyeon-kyeong,1970-03-25,acting,no,Chung-Ang University | Dankook University | Kaywon High School of Arts | Jangwon Middle School,4,13,no
Q626102,Kam Woo-sung,1970-10-01,acting,no,Seoul National University | Sunhwa Arts High School,2,13,no
Q626223,Lexy,1977-05-03,music,no,Seoul Seoi Elementary School,1,11,no
Q626374,Bak So-ra,1972-06-11,acting,no,,0,3,no
Q626372,Seo Min-jung,1979-07-11,acting,no,Ewha Womans University,1,9,no
Q461151,Anita Tsoy,1971-02-07,both,no,Moscow Pedagogical State University,1,19,no
Q464601,Kim Hee-sun,1977-06-11,acting,no,Chung-Ang University,1,26,no
Q464663,Kim Sa-rang,1978-01-12,acting,no,Yong In University,1,25,no
Q406909,Ryu Si-won,1971-10-06,both,no,Dongguk University,1,10,no
Q412342,Namkoong Min,1978-03-12,acting,no,Chung-Ang University | Daesung Middle School,2,23,no
Q433072,Shin Eun-kyung,1973-02-15,acting,no,Dankook University | Anyang Arts High School,2,15,no
Q12582921,Kang Suk-jung,1979-06-18,acting,no,Cheongju University,1,5,no
Q12582937,Kang Seong-jin,1971-01-13,acting,no,Chung-Ang University,1,7,no
Q12582940,Kang Seong-pil,1976-09-17,acting,no,Namdaejeon High School,1,1,no
Q12583162,V.One,1979-06-24,music,no,Dankook University,1,1,no
Q12584263,Ko Seo-hui,1977-02-28,acting,no,Korea National University of Arts,1,2,no
Q491482,Lee Chun-hee,1979-02-19,acting,no,Seoul Institute of the Arts,1,9,no
Q491580,Eric Mun,1979-02-16,both,yes,Dongguk University | Sunny Hills High School | Daecheong Middle School | Seoul Daechi Elementary School,4,16,no
Q491763,Ji Seong,1977-02-27,acting,no,Hanyang University | University of Suwon,2,22,no
Q491792,Park Si-yeon,1979-03-29,acting,no,Dukmoon Girls' High School,1,19,no
Q491807,Lee Bo-young,1979-01-12,acting,no,Seoul Women's University,1,26,no
Q491333,Hwang Jung-min,1970-09-01,acting,no,Seoul Institute of the Arts,1,15,no
Q491363,Kim Joo-hyuk,1972-10-03,acting,no,Dongguk University,1,17,no
Q391397,Sung Si-kyung,1979-04-17,both,no,Korea University | Sehwa High School,2,13,no
Q6408832,Kim In-gwon,1978-01-20,acting,no,Dongguk University,1,10,no
Q6408847,Kim Jaeduck,1979-08-17,music,yes,Kyung Hee University,1,9,no
Q6409308,Kim Sang-ho,1970-07-24,acting,no,,0,11,no
Q7205071,Kim Sung-min,1973-02-14,acting,no,Seoul National University,1,11,no
Q7213103,Na Hyun-hee,1970-09-20,both,no,University of Suwon,1,6,no
Q7218065,Shin Eun-jung,1974-01-03,acting,no,Seoul Institute of the Arts | Jungkyung High School,2,12,no
Q7225817,Lee A-hyeon,1972-04-13,acting,no,Yonsei University | Sejong University,2,11,no
Q491392,Yeon Jung-hoon,1978-11-06,both,no,Myongji University | Art Center College of Design,2,15,no
Q491397,Park Sol-mi,1978-01-03,both,no,Sungkyunkwan University | Sangmyung University,2,15,no
Q491419,Choi Jin-young,1970-11-17,both,no,Hanyang University,1,10,no
Q490084,Kim Ji-soo,1972-10-24,acting,no,Kyung Hee University,1,16,no
Q490092,Kim Sang-kyung,1972-06-01,acting,no,Chung-Ang University,1,11,no
Q5354230,Timmy Hung,1975-08-05,acting,no,University of British Columbia,1,7,no
Q5359450,Hirofumi Arai,1979-01-18,acting,no,,0,12,no
Q5372469,Kim E-Z,1979-01-31,music,yes,Kyung Hee University,1,5,no
Q5381794,Eom Hyeon Jeong,1970-08-13,acting,no,,0,2,no
Q12593944,Rhymer,1977-05-13,music,yes,Konkuk University,1,2,no
Q12594278,Ryu Dam,1979-12-06,acting,no,Seoul Institute of the Arts,1,5,no
Q12594292,Ryu Seung-su,1971-08-12,acting,no,Seoul Institute of the Arts,1,8,no
Q12596877,Park Yeong-mi,1970-01-05,music,no,Inha University,1,1,no
Q12596920,Park Wan-kyu,1973-12-01,both,yes,Taegwang Middle School,1,4,no
Q12596975,Park Yoon Kyung,1970-08-28,music,no,Cheongju University,1,1,no
Q12596978,박윤선 (배우),1973-03-02,acting,no,Dongguk University,1,1,yes
Q12597052,Park Jae-hoon,1971-06-08,both,no,Yonsei University,1,1,no
Q12597067,박정소,1976-04-27,music,no,,0,0,yes
Q12597072,박정수 (가수),1974-05-09,music,no,Dankook University,1,1,yes
Q12597148,Park Ju-hee,1977-07-10,music,no,Chosun University,1,3,no
Q12597153,Park Joon-myeon,1976-03-11,acting,no,,0,4,no
Q5663174,Alberto Jo Lee,1979-06-08,acting,no,,0,1,no
Q6153900,Jang Min-hyeok,1978-12-28,acting,no,,0,3,no
Q6783880,Park Tam-hee,1977-01-01,both,no,Kyung Hee University,1,3,no
Q6784013,Park Jung-sook,1970-02-04,acting,no,Yonsei University,1,3,no
Q6784050,Park Jeong-cheol,1976-11-05,acting,no,Chung-Ang University,1,6,no
Q6784239,Park Gwang-hyun,1977-10-11,both,no,Catholic Kwandong University,1,9,no
Q6796230,MayBee,1979-09-10,both,no,Yanggok Elementary School,1,5,no
Q6802001,Seo Yoo-jeong,1978-12-31,acting,no,Hanyang University,1,5,no
Q483283,J.Y. Park,1971-12-13,both,no,Yonsei University,1,28,no
Q483450,Jeong Jun-ha,1971-03-18,acting,no,Gangseo High School,1,9,no
Q483527,Kim Jong-kook,1976-04-25,both,yes,Dankook University,1,25,no
Q6514229,Lee Juck,1974-02-28,music,yes,Seoul National University,1,10,no
Q6514884,Lee Eonjeong,1977-07-03,acting,no,Daegu Catholic University,1,5,no
Q6610620,Lee Yeong-ho,1978-06-10,both,no,Dankook University,1,2,no
Q6651793,Hwang Su-jeong,1972-12-24,acting,no,Seongdeok Girls' Middle School,1,9,no
Q12597175,Park Jun-hui,1976-08-28,acting,no,Dankook University,1,1,no
Q12597198,Park Ji-heon,1978-07-28,music,yes,Woosong University | Joongbu University | Westminster Graduate School of Theology,3,2,no
Q12597209,박진선,1974-02-19,music,no,Chongshin University,1,1,yes
Q12597336,박혜경 (가수),1974-10-12,both,yes,Kyung Hee Cyber University,1,2,yes
Q12597377,Park Hee-jin,1973-06-04,acting,no,Seoul Institute of the Arts,1,8,no
Q12597569,방정식 (배우),1970-09-09,acting,no,Myongji University,1,1,yes
Q12597578,Bang Jun-seok,1970-08-01,music,yes,Yonsei University,1,6,no
Q12597610,Bae Ki-sung,1972-03-13,both,yes,Busan Kyungsang College,1,6,no
Q12597817,백승일,1976-03-23,music,no,,0,1,yes
Q12597866,Baek Won Gil,1972-10-06,acting,no,Choongang High School,1,1,no
Q12606372,Yang Jae-hee,1975-11-19,acting,no,Hankuk University of Foreign Studies,1,1,no
Q12606410,Ju Ho,1978-10-04,acting,no,Gaepo High School | Seoul Daegok elementary school | Whimoon Middle School,3,1,no
Q12606635,Uhm Soo-jung,1973-06-15,acting,no,Sookmyung Women's University,1,2,no
Q12606819,엠씨케이,1979-09-21,music,no,,0,1,yes
Q12606913,Yeo Wook-hwan,1979-12-23,acting,no,Chungwoon University,1,1,no
Q12607162,Yeon Joon-beom,1977-03-20,music,no,,0,1,no
Q12607753,Oh Na-ra,1974-10-26,acting,no,Dankook University | Kyung Hee University | Kaywon High School of Arts | Daean Girls' Middle School | Sin-an Elementary School,5,15,no
Q7561001,Song Il-gon,1971-01-01,acting,no,Seoul Institute of the Arts | National Film School in Łódź,2,6,no
Q7640708,Sunny Kim,1979-06-06,music,no,,0,2,no
Q7694067,Teddy Park,1978-09-14,music,yes,Myongji University | Diamond Bar High School,2,22,no
Q7697602,Song Young-kyu,1970-04-18,acting,no,Seoul Institute of the Arts,1,6,no
Q6673702,Min Ji-young,1979-06-24,acting,no,Dankook University,1,3,no
Q6677405,Kim Hyeon-sook,1978-10-16,acting,no,Kyungsung University,1,11,no
Q6677933,Kim Nam-jin,1976-08-01,acting,no,Baekseok University,1,5,no
Q12598089,Venny,1978-02-11,music,no,Chung-Ang University,1,1,no
Q12599859,Lee Soo-wan,1976-03-16,music,no,Hankuk University of Foreign Studies,1,1,no
Q12599931,Sa Hyeon-jin,1976-02-05,both,no,,0,1,no
Q12600793,Seo Kyung-seok,1972-02-15,music,no,Seoul National University | Chung-Ang University,2,4,no
Q12600883,서동욱 (1974년),1974-04-01,music,yes,Yonsei University,1,1,yes
Q12600921,서배준,1979-05-15,acting,no,Yonsei University,1,1,yes
Q12601402,Seo Won,1979-11-26,acting,no,Seoul Institute of the Arts,1,1,no
Q12601441,Suh Jung,1972-06-19,acting,no,,0,9,no
Q491095,Joo Sang-wook,1978-07-18,acting,no,Seoul High School | Namseoul University,2,17,no
Q491318,Lee Jung-jae,1972-12-15,acting,no,Dongguk University | Hyundai Senior High School,2,47,no
Q483529,Lee Tzsche,1970-03-12,music,no,Hanyang University,1,8,no
Q483537,Kim Sung-jae,1972-04-18,music,no,Hanyang University | Tokyo Korean School | Gyeonggi High School of Automotive Science,3,8,no
Q483574,Yoon Son-ha,1975-11-17,both,no,Baekseok Arts University,1,9,no
Q109457633,Kim Bo-ri,1977-10-18,both,no,,0,1,no
Q109457702,Won Choon-gyu,1974-04-06,acting,no,,0,1,no
Q109458654,Gwon Yeong-gyeong,1973-12-03,acting,no,,0,1,no
Q109459738,Kim Jang-woo,1976-03-31,music,no,,0,1,no
Q109923671,P.K,1979-03-02,music,yes,,0,0,no
Q110114385,김산옥,1979-04-09,music,no,,0,1,yes
Q110118070,피터펀,1972-07-27,music,no,,0,1,yes
Q110118240,오예중,1976-09-20,music,no,,0,1,yes
Q110118290,Hwang Chan-hee,1979-12-21,other,no,,0,1,no
Q111435239,Lee Ji-hyun,1972-10-20,acting,no,,0,5,no
Q111551250,Kim Young-ah,1975-05-15,acting,no,Seoul Institute of the Arts,1,2,no
Q111745653,Kim Joo-yeon,1973-06-13,acting,no,,0,3,no
Q112020753,김보희,1972-08-04,music,no,,0,1,yes
Q112020857,이동욱,1979-12-01,acting,no,,0,1,yes
Q112021084,이하정,1974-10-23,music,no,,0,1,yes
Q112021186,Lee Ji-yong,1975-12-03,acting,no,,0,1,no
Q112021399,이현승,1975-09-23,music,no,,0,1,yes
Q5574920,Go Soo-hee,1976-07-18,acting,no,Daejin University | Taegu Science University | Anyang Arts High School,3,11,no
Q5610843,Oh Yeon-soo,1971-10-27,acting,no,Dankook University | Anyang Arts High School | Yeouido Middle School,3,13,no
Q483581,Kim Jong-min,1979-09-24,music,yes,Mokwon University,1,10,no
Q483621,Kwon Sang-woo,1976-08-05,acting,no,Hannam University,1,20,no
Q483704,Cha Tae-hyun,1976-03-25,both,no,,0,26,no
Q6678509,Kim Jung-hyun,1976-06-28,acting,no,Seoul Institute of the Arts,1,6,no
Q6678598,Kim Jung-nan,1971-07-16,acting,no,Dongguk University | Geumok Girls' High School | Gaebong Middle School,3,14,no
Q6678668,Kim Jeong-tae,1973-01-01,acting,no,Kyungsung University,1,9,no
Q6679138,Kim Yu-mi,1979-10-12,acting,no,Seoul Institute of the Arts,1,14,no
Q493026,Song Yoon-ah,1973-06-07,acting,no,Hanyang University | Seongui Girls' High School,2,19,no
Q493519,Song Jong-ho,1976-10-05,acting,no,Pyeongtaek University,1,9,no
Q492243,Lee Hee-joon,1979-06-29,acting,no,Yeungnam University | Korea National University of Arts,2,12,no
Q492284,Kim Min,1973-06-08,acting,no,Hongik University,1,4,no
Q492682,Kim Sung-oh,1978-09-15,acting,no,Kyungbok University,1,13,no
Q493857,Yoon Ji-min,1977-10-23,acting,no,Dongduk Women's University,1,14,no
Q493864,Cho Jin-woong,1976-03-03,acting,no,Kyungsung University,1,18,no
Q493916,Lee Hoon,1973-05-06,acting,no,Korea University,1,7,no
Q483773,Han Jae-suk,1973-08-12,acting,no,Yonsei University,1,9,no
Q483858,Oh Man-seok,1975-01-30,acting,no,Korea National University of Arts,1,10,no
Q7385491,Ryu Tae-joon,1971-12-07,both,no,Chosun University,1,7,no
Q7417722,Sang A Yim-Propp,1973-02-25,music,no,Parsons School of Design,1,2,no
Q7451480,Seomoon Tak,1978-03-03,music,no,Korea University,1,2,no
Q7451576,Seong Hyeon-ah,1975-07-23,both,no,,0,10,no
Q7524791,Kim Young-hoon,1978-10-02,acting,no,Seoul Institute of the Arts,1,8,no
Q490938,Yang Hyun-suk,1970-01-09,music,yes,Seoul Kyodong Elementary School,1,29,no
Q491071,Soo Ae,1979-09-16,acting,no,Cyber Hankuk University of Foreign Studies | Danggok Middle School | Seoul Guam Elementary School,3,22,no
Q6843174,Oh Jung-hae,1971-10-23,both,no,Chung-Ang University | Wonkwang University | National High School of Traditional Korean Arts,3,3,no
Q6843587,Oh Seung-hyeon,1978-03-01,acting,no,Dankook University,1,3,no
Q6849693,Byun Jung-soo,1974-04-15,acting,no,Gachon University | Hansung Girls' High School,2,15,no
Q6853641,Jeon Hye-jin,1976-08-10,acting,no,Sangmyung University | Daehyun Elementary School | Wooshin High School | Ulsan Joongang Middle School,4,16,no
Q491323,Kim Kang-woo,1978-07-11,both,no,Chung-Ang University,1,11,no
Q491329,Jung Hye-young,1973-12-14,acting,no,Seoul Institute of the Arts | Junghwa High School | Jeonil Middle School,3,17,no
Q6949312,Myung Ji-yun,1976-10-06,acting,no,,0,8,no
Q7080472,Oh Joo Yeon,1972-09-14,acting,no,,0,2,no
Q7137830,Park Ji-a,1972-02-25,acting,no,Seoul Institute of the Arts,1,11,no
Q12604339,Shin Seok-chul,1971-07-31,music,yes,,0,1,no
Q12604429,신애 (가수),1977-03-06,music,no,,0,1,yes
Q12604505,Shin Yoonjung,1970-06-11,acting,no,Dankook University,1,1,no
Q12604948,Shim Hyun-seop,1970-05-06,acting,no,Joongdong High School | Yale Elementary School,2,2,no
Q12605098,Ahn Suzie,1978-04-28,music,no,,0,1,no
Q12605125,Adam,1977-12-12,music,no,,0,2,no
Q12605696,An Sang-tchä,1978-08-01,acting,no,Dankook University,1,1,no
