name,kind,en_wikipedia_views_30d,daily_avg,peak_day,peak_day_views,views_last_7d,last7_vs_daily_avg,also_on_screen_actor_roster
Young-hu Kim,individual,238,8,20260717,15,57,1,no
Hue Park,individual,1101,37,20260802,59,299,1.4,no
Alan Heyman,individual,82,3,20260710,10,16,0.67,no
Yoon Il-sang,individual,116,4,20260725,10,24,1.6,no
Young-ja Lee (composer),individual,49,2,20260714,5,8,0.5,no
Shinsadong Tiger,individual,1419,47,20260805,72,353,1.34,no
Jeajoon Ryu,individual,39,1,20260709,3,5,0.38,no
Ryan S. Jhun,individual,1023,34,20260713,93,213,0.66,no
Wuno,individual,385,13,20260708,39,68,0.63,no
Jung Mina,individual,59,2,20260806,9,23,3.29,no
Pdogg,individual,3183,106,20260730,135,825,1.16,no
Raiden (DJ),individual,695,23,20260713,189,69,0.16,no
Lee Hwi-min,individual,914,30,20260717,50,200,1.04,no
R.Tee,individual,769,26,20260714,97,130,0.47,no
